GIDBG,State_name,County,Tract,Block_group,LAND_AREA,Pop_5yrs_Over_ACS_13_17,Othr_Lang_ACS_13_17,ENG_VW_SPAN_ACS_13_17,ENG_VW_INDO_EURO_ACS_13_17,ENG_VW_API_ACS_13_17,ENG_VW_OTHER_ACS_13_17,ENG_VW_ACS_13_17,pct_Hispanic_CEN_2010,pct_Hispanic_ACS_13_17,pct_ENG_VW_SPAN_ACS_13_17,pct_ENG_VW_INDOEURO_ACS_13_17,pct_ENG_VW_API_ACS_13_17,pct_ENG_VW_OTHER_ACS_13_17,pct_ENG_VW_ACS_13_17
110010055005,District of Columbia,001,005500,5,0.018,796,104,0,0,0,0,0,8.14,2.01,0,0,0,0,0
110010056001,District of Columbia,001,005600,1,0.037,1720,558,0,0,20,0,20,7.89,15.63,0,0,1.75,0,1.75
110010056002,District of Columbia,001,005600,2,0.086,1866,716,67,0,0,0,67,4.83,14.81,7.43,0,0,0,7.43
110010056003,District of Columbia,001,005600,3,0.024,1711,730,25,0,0,0,25,7.52,18.98,4.36,0,0,0,4.36
110010056004,District of Columbia,001,005600,4,0.034,1017,393,0,0,8,0,8,4.83,6.19,0,0,1.71,0,1.71
110010058001,District of Columbia,001,005800,1,0.262,1217,146,0,8,0,0,8,6.88,10.22,0,0.89,0,0,0.89
110010058002,District of Columbia,001,005800,2,0.09,1715,545,10,0,143,0,153,6.11,6.12,0.97,0,13.88,0,14.85
110010059001,District of Columbia,001,005900,1,0.249,2671,374,0,0,11,0,11,7.44,6.94,0,0,0.83,0,0.83
110010062021,District of Columbia,001,006202,1,2.542,72,0,0,0,0,0,0,0,0,0,0,0,0,0
110010064001,District of Columbia,001,006400,1,0.065,1436,133,0,0,0,20,20,2.42,3.38,0,0,0,2.92,2.92
110010064002,District of Columbia,001,006400,2,0.201,888,23,0,0,0,0,0,3.9,7.16,0,0,0,0,0
110010065001,District of Columbia,001,006500,1,0.056,979,76,0,0,0,0,0,5.02,5.82,0,0,0,0,0
110010065002,District of Columbia,001,006500,2,0.135,1472,204,0,0,0,0,0,4.76,13.42,0,0,0,0,0
110010066001,District of Columbia,001,006600,1,0.114,1925,164,0,0,0,0,0,4.09,3.83,0,0,0,0,0
110010067001,District of Columbia,001,006700,1,0.056,1294,66,0,0,9,0,9,4.36,11.39,0,0,1.67,0,1.67
110010067002,District of Columbia,001,006700,2,0.044,1475,121,0,0,0,0,0,3.06,1.45,0,0,0,0,0
110010067003,District of Columbia,001,006700,3,0.065,1298,134,0,0,0,0,0,4.15,4.25,0,0,0,0,0
110010068011,District of Columbia,001,006801,1,0.06,1600,159,0,0,8,0,8,4.37,4.72,0,0,1.19,0,1.19
110010068012,District of Columbia,001,006801,2,0.035,583,37,0,0,0,0,0,2.5,7.7,0,0,0,0,0
110010068021,District of Columbia,001,006802,1,0.041,815,54,0,0,0,0,0,4.3,4.18,0,0,0,0,0
110010068022,District of Columbia,001,006802,2,0.068,1503,48,0,0,0,0,0,4.62,2.83,0,0,0,0,0
110010068041,District of Columbia,001,006804,1,0.596,2721,218,0,0,0,0,0,8.58,5.23,0,0,0,0,0
110010069001,District of Columbia,001,006900,1,0.096,1330,55,0,0,0,0,0,3.95,5.75,0,0,0,0,0
110010069002,District of Columbia,001,006900,2,0.062,927,184,0,0,0,0,0,4.06,4.08,0,0,0,0,0
110010070001,District of Columbia,001,007000,1,0.069,1320,91,0,0,0,0,0,5.1,11.43,0,0,0,0,0
110010070002,District of Columbia,001,007000,2,0.093,1393,224,0,0,0,0,0,6.37,13.44,0,0,0,0,0
110010071001,District of Columbia,001,007100,1,0.141,618,26,0,0,0,0,0,5.16,2.59,0,0,0,0,0
110010071002,District of Columbia,001,007100,2,0.087,2463,116,0,0,18,0,18,5.53,5.34,0,0,1.63,0,1.63
110010072001,District of Columbia,001,007200,1,0.117,3633,182,15,0,10,0,25,5.6,5.36,0.78,0,0.52,0,1.29
110010072002,District of Columbia,001,007200,2,0.409,1267,162,0,6,0,0,6,5.42,6.41,0,0.75,0,0,0.75
110010073011,District of Columbia,001,007301,1,1.772,3634,673,0,0,0,0,0,12.98,15.39,0,0,0,0,0
110010073041,District of Columbia,001,007304,1,0.38,2174,145,26,0,0,0,26,0.51,4.28,3.26,0,0,0,3.26
110010073042,District of Columbia,001,007304,2,0.04,814,0,0,0,0,0,0,1.76,2.37,0,0,0,0,0
110010073043,District of Columbia,001,007304,3,0.057,301,0,0,0,0,0,0,2.73,0,0,0,0,0,0
110010074011,District of Columbia,001,007401,1,0.399,1108,11,0,0,0,0,0,0.4,2.21,0,0,0,0,0
110010074012,District of Columbia,001,007401,2,0.065,958,28,5,6,0,0,11,2.69,2.03,1.08,1.29,0,0,2.37
110010074031,District of Columbia,001,007403,1,0.126,3039,151,0,0,0,0,0,0.84,2.54,0,0,0,0,0
110010074041,District of Columbia,001,007404,1,0.137,1580,124,0,0,0,10,10,1.61,6.92,0,0,0,1.93,1.93
110010074042,District of Columbia,001,007404,2,0.099,2055,46,11,0,0,0,11,2.3,0,2.01,0,0,0,2.01
110010074043,District of Columbia,001,007404,3,0.076,227,11,0,0,0,0,0,2.58,0,0,0,0,0,0
110010074061,District of Columbia,001,007406,1,0.067,1809,112,0,0,0,0,0,2.92,5.53,0,0,0,0,0
110010074062,District of Columbia,001,007406,2,0.075,973,158,36,0,0,0,36,1.79,14.66,9.92,0,0,0,9.92
110010074071,District of Columbia,001,007407,1,0.131,1139,37,0,0,0,0,0,1.47,0,0,0,0,0,0
110010074072,District of Columbia,001,007407,2,0.104,1832,110,16,0,0,0,16,1.36,2.37,1.65,0,0,0,1.65
110010074081,District of Columbia,001,007408,1,0.148,3207,47,0,0,0,0,0,1.05,1.29,0,0,0,0,0
110010074091,District of Columbia,001,007409,1,0.033,943,139,0,0,0,0,0,1.52,14.52,0,0,0,0,0
110010074092,District of Columbia,001,007409,2,0.061,1442,53,0,0,0,0,0,0.87,0,0,0,0,0,0
110010074093,District of Columbia,001,007409,3,0.06,1309,0,0,0,0,0,0,0.74,0,0,0,0,0,0
110010075021,District of Columbia,001,007502,1,0.104,3090,21,11,0,0,0,11,0.75,0,1.16,0,0,0,1.16
110010075022,District of Columbia,001,007502,2,0.134,1785,0,0,0,0,0,0,1.99,0,0,0,0,0,0
110010075031,District of Columbia,001,007503,1,0.108,579,43,0,0,0,0,0,1.76,1.41,0,0,0,0,0
110010075032,District of Columbia,001,007503,2,0.085,1577,64,0,0,0,0,0,1.42,1.54,0,0,0,0,0
110010075041,District of Columbia,001,007504,1,0.308,2543,102,0,0,0,0,0,0.24,0.17,0,0,0,0,0
110010076011,District of Columbia,001,007601,1,0.044,785,31,13,0,0,0,13,2.17,2.93,3.38,0,0,0,3.38
110010076012,District of Columbia,001,007601,2,0.062,583,32,0,0,0,0,0,0.3,2.03,0,0,0,0,0
110010076013,District of Columbia,001,007601,3,0.066,1831,94,34,0,0,0,34,1.24,4,4.34,0,0,0,4.34
110010076014,District of Columbia,001,007601,4,0.047,631,64,0,22,0,0,22,0.47,3.65,0,6.98,0,0,6.98
110010076015,District of Columbia,001,007601,5,0.208,697,18,0,0,0,0,0,2.93,7.1,0,0,0,0,0
110010076031,District of Columbia,001,007603,1,0.082,1752,82,82,0,0,0,82,1.78,6.25,8.62,0,0,0,8.62
110010076032,District of Columbia,001,007603,2,0.126,407,15,0,0,0,0,0,0.74,0,0,0,0,0,0
110010076033,District of Columbia,001,007603,3,0.149,729,53,0,0,0,0,0,2.52,6.5,0,0,0,0,0
110010076034,District of Columbia,001,007603,4,0.117,1061,274,84,0,0,0,84,3.27,18.17,13.08,0,0,0,13.08
110010076041,District of Columbia,001,007604,1,0.065,1486,50,0,8,0,0,8,1.32,5.54,0,1.17,0,0,1.17
110010076042,District of Columbia,001,007604,2,0.316,1257,50,0,0,0,0,0,1.17,4.95,0,0,0,0,0
110010076043,District of Columbia,001,007604,3,0.148,1181,25,0,0,0,0,0,2.58,0,0,0,0,0,0
110010076051,District of Columbia,001,007605,1,0.05,669,52,0,0,0,0,0,0.39,0,0,0,0,0,0
110010076052,District of Columbia,001,007605,2,0.093,2225,233,0,14,0,0,14,1.56,9.16,0,1.33,0,0,1.33
110010076053,District of Columbia,001,007605,3,0.032,764,18,0,0,0,0,0,1.31,0,0,0,0,0,0
110010077031,District of Columbia,001,007703,1,0.142,763,323,0,0,0,0,0,13.69,40.48,0,0,0,0,0
110010077032,District of Columbia,001,007703,2,0.117,1744,75,0,0,0,0,0,1.06,2.52,0,0,0,0,0
110010077033,District of Columbia,001,007703,3,0.101,2716,52,0,0,13,0,13,1.41,0,0,0,1.11,0,1.11
110010077034,District of Columbia,001,007703,4,0.031,484,0,0,0,0,0,0,1.18,0,0,0,0,0,0
110010077071,District of Columbia,001,007707,1,0.145,2365,32,0,0,0,0,0,1.62,0.37,0,0,0,0,0
110010077072,District of Columbia,001,007707,2,0.18,1679,88,0,0,0,0,0,1.71,3.28,0,0,0,0,0
110010077081,District of Columbia,001,007708,1,0.05,1562,0,0,0,0,0,0,1.45,0,0,0,0,0,0
110010077082,District of Columbia,001,007708,2,0.233,1225,14,0,0,0,0,0,1.37,0,0,0,0,0,0
110010077091,District of Columbia,001,007709,1,0.267,1462,35,0,0,0,0,0,2.5,1.38,0,0,0,0,0
110010077092,District of Columbia,001,007709,2,0.059,971,79,5,0,0,0,5,2.08,7.26,1.21,0,0,0,1.21
110010078031,District of Columbia,001,007803,1,0.185,1123,100,64,0,0,0,64,2.96,2.97,14.45,0,0,0,14.45
110010078032,District of Columbia,001,007803,2,0.053,623,44,0,0,0,0,0,1.09,1.41,0,0,0,0,0
110010078033,District of Columbia,001,007803,3,0.07,630,129,0,0,0,0,0,2.25,18.67,0,0,0,0,0
110010078034,District of Columbia,001,007803,4,0.078,1259,143,0,0,0,0,0,4.67,8.27,0,0,0,0,0
110010078041,District of Columbia,001,007804,1,0.104,1173,21,0,0,0,14,14,2.05,0,0,0,0,4.83,4.83
110010078042,District of Columbia,001,007804,2,0.137,1414,33,0,0,0,0,0,1.96,1.43,0,0,0,0,0
110010078043,District of Columbia,001,007804,3,0.084,1133,15,0,0,9,0,9,2.03,0,0,0,2.53,0,2.53
110010078061,District of Columbia,001,007806,1,0.114,1050,12,0,0,0,0,0,3.32,0,0,0,0,0,0
110010078062,District of Columbia,001,007806,2,0.152,910,18,0,0,0,0,0,3.04,0.29,0,0,0,0,0
110010078071,District of Columbia,001,007807,1,0.094,1235,99,0,0,0,0,0,2.08,6.47,0,0,0,0,0
110010078072,District of Columbia,001,007807,2,0.109,822,25,0,0,0,0,0,2.54,0,0,0,0,0,0
110010078081,District of Columbia,001,007808,1,0.118,1703,56,0,0,0,0,0,1.09,3.26,0,0,0,0,0
110010078082,District of Columbia,001,007808,2,0.144,910,24,0,0,0,0,0,2.17,0,0,0,0,0,0
110010078083,District of Columbia,001,007808,3,0.102,815,24,0,0,0,0,0,4.28,3.89,0,0,0,0,0
110010078091,District of Columbia,001,007809,1,0.099,2005,136,0,0,0,0,0,2.11,4.62,0,0,0,0,0
110010078092,District of Columbia,001,007809,2,0.108,1296,76,0,26,16,0,42,4.27,0.07,0,6.06,3.73,0,9.79
110010079011,District of Columbia,001,007901,1,0.034,573,15,0,0,0,0,0,3.64,8.33,0,0,0,0,0
110010079012,District of Columbia,001,007901,2,0.037,907,0,0,0,0,0,0,2.63,0,0,0,0,0,0
110010079013,District of Columbia,001,007901,3,0.036,1179,119,0,0,0,0,0,4.05,5.55,0,0,0,0,0
110010079014,District of Columbia,001,007901,4,0.047,1050,0,0,0,0,0,0,1.67,3.2,0,0,0,0,0
110010079031,District of Columbia,001,007903,1,0.094,1764,160,0,0,0,0,0,5.36,2.69,0,0,0,0,0
110010080011,District of Columbia,001,008001,1,0.033,535,43,0,0,0,0,0,4.7,5.95,0,0,0,0,0
110010080012,District of Columbia,001,008001,2,0.063,1492,162,0,11,0,0,11,4.92,3.49,0,1.49,0,0,1.49
110010080013,District of Columbia,001,008001,3,0.03,671,10,0,0,0,0,0,5.3,0,0,0,0,0,0
110010080021,District of Columbia,001,008002,1,0.106,1121,112,0,10,0,0,10,2.46,9.63,0,1.75,0,0,1.75
110010080022,District of Columbia,001,008002,2,0.118,1980,170,0,0,0,0,0,4.58,7.57,0,0,0,0,0
110010081001,District of Columbia,001,008100,1,0.028,802,46,0,0,0,0,0,3.99,13.43,0,0,0,0,0
110010081002,District of Columbia,001,008100,2,0.049,1399,80,0,0,0,0,0,5.63,7.36,0,0,0,0,0
110010081003,District of Columbia,001,008100,3,0.036,735,50,0,0,0,0,0,3.56,4.73,0,0,0,0,0
110010082001,District of Columbia,001,008200,1,0.034,944,58,10,0,0,0,10,3.84,0.89,2.17,0,0,0,2.17
110010082002,District of Columbia,001,008200,2,0.097,1911,232,0,0,0,0,0,4.88,11.97,0,0,0,0,0
110010083011,District of Columbia,001,008301,1,0.054,1201,94,0,0,0,0,0,4.12,3.89,0,0,0,0,0
110010083012,District of Columbia,001,008301,2,0.063,986,80,0,0,0,0,0,2.9,8.19,0,0,0,0,0
110010083021,District of Columbia,001,008302,1,0.101,2390,207,0,0,10,0,10,4.26,2.87,0,0,1.05,0,1.05
110010084021,District of Columbia,001,008402,1,0.052,1079,63,0,0,0,0,0,4.06,0,0,0,0,0,0
110010084022,District of Columbia,001,008402,2,0.052,1134,52,0,0,0,0,0,5.01,6.7,0,0,0,0,0
110010084101,District of Columbia,001,008410,1,0.085,1409,50,0,0,0,0,0,4.77,6.52,0,0,0,0,0
110010087011,District of Columbia,001,008701,1,0.103,1254,233,0,0,0,0,0,5.1,14.95,0,0,0,0,0
110010087012,District of Columbia,001,008701,2,0.045,1083,126,0,0,0,0,0,4.31,3.39,0,0,0,0,0
110010087021,District of Columbia,001,008702,1,0.087,1253,317,10,0,0,12,22,6.45,16.73,1.98,0,0,2.37,4.35
110010087022,District of Columbia,001,008702,2,0.096,1305,119,0,0,11,0,11,6.43,3.44,0,0,1.42,0,1.42
110010088021,District of Columbia,001,008802,1,0.026,668,21,0,0,0,0,0,3.29,1.59,0,0,0,0,0
110010088022,District of Columbia,001,008802,2,0.05,1121,81,0,0,0,28,28,3.12,3.5,0,0,0,4.68,4.68
110010088023,District of Columbia,001,008802,3,0.07,1170,57,0,0,0,0,0,3.93,2.06,0,0,0,0,0
110010088024,District of Columbia,001,008802,4,0.036,1017,69,0,0,0,8,8,5.74,5.31,0,0,0,1.79,1.79
110010088031,District of Columbia,001,008803,1,0.445,2432,353,31,0,0,11,42,8.2,10.04,4.82,0,0,1.71,6.53
110010088041,District of Columbia,001,008804,1,0.038,1035,32,0,0,0,0,0,8.35,0,0,0,0,0,0
110010088042,District of Columbia,001,008804,2,0.266,1429,135,33,0,0,0,33,3.48,4.75,4.42,0,0,0,4.42
110010089031,District of Columbia,001,008903,1,0.084,2308,159,30,31,0,0,61,3.11,6.71,2.81,2.91,0,0,5.72
110010089032,District of Columbia,001,008903,2,0.031,686,98,0,26,0,0,26,1.7,0,0,6.58,0,0,6.58
110010089041,District of Columbia,001,008904,1,0.109,2423,346,0,33,0,11,44,1.82,10.18,0,2.58,0,0.86,3.44
110010089042,District of Columbia,001,008904,2,0.067,943,83,0,0,0,0,0,1.9,21.06,0,0,0,0,0
110010090001,District of Columbia,001,009000,1,0.457,1692,204,0,0,0,0,0,3.27,5.52,0,0,0,0,0
110010090002,District of Columbia,001,009000,2,0.093,1473,114,0,0,0,0,0,2.41,10.16,0,0,0,0,0
110010091021,District of Columbia,001,009102,1,0.097,871,183,18,0,0,0,18,5.93,9.88,4.72,0,0,0,4.72
110010091022,District of Columbia,001,009102,2,0.555,2495,195,0,0,14,23,37,4.73,1.97,0,0,1.23,2.02,3.25
110010091023,District of Columbia,001,009102,3,0.057,1388,149,19,0,0,0,19,2.25,4.61,3.28,0,0,0,3.28
110010092011,District of Columbia,001,009201,1,0.247,2536,384,0,0,26,0,26,9.36,7.17,0,0,2.8,0,2.8
110010092031,District of Columbia,001,009203,1,0.142,1291,262,8,0,0,0,8,4.56,8.81,1.84,0,0,0,1.84
110010092032,District of Columbia,001,009203,2,0.085,1398,209,48,0,0,0,48,7.53,10.19,6.62,0,0,0,6.62
110010092041,District of Columbia,001,009204,1,0.048,1034,8,0,0,0,0,0,9.26,0,0,0,0,0,0
110010092042,District of Columbia,001,009204,2,0.069,1621,390,32,0,14,9,55,14.03,16.17,3.64,0,1.59,1.03,6.26
110010093011,District of Columbia,001,009301,1,0.089,734,75,0,0,0,0,0,6.44,3.19,0,0,0,0,0
110010093012,District of Columbia,001,009301,2,0.142,841,172,0,0,0,44,44,7.26,0.81,0,0,0,11.25,11.25
110010093013,District of Columbia,001,009301,3,0.116,697,101,0,0,0,0,0,9.3,23.97,0,0,0,0,0
110010093014,District of Columbia,001,009301,4,0.078,875,134,27,0,0,0,27,4.83,2.84,9.82,0,0,0,9.82
110010093021,District of Columbia,001,009302,1,0.156,1199,311,67,0,3,0,70,10.51,26.97,13.16,0,0.59,0,13.75
110010094001,District of Columbia,001,009400,1,0.167,735,30,0,0,0,0,0,3.37,0.95,0,0,0,0,0
110010094002,District of Columbia,001,009400,2,0.175,1136,107,21,0,0,0,21,6.25,4.07,4.19,0,0,0,4.19
110010094003,District of Columbia,001,009400,3,0.185,1622,294,0,0,0,0,0,8.05,11.74,0,0,0,0,0
110010094004,District of Columbia,001,009400,4,0.088,912,246,0,0,0,0,0,6.24,0.81,0,0,0,0,0
110010095011,District of Columbia,001,009501,1,0.213,2795,1611,250,12,0,23,285,24.09,46.3,26.51,1.27,0,2.44,30.22
110010095012,District of Columbia,001,009501,2,0.06,591,175,50,0,0,0,50,14.62,21.31,14.04,0,0,0,14.04
110010095013,District of Columbia,001,009501,3,0.343,3590,655,0,0,12,34,46,7.18,6.93,0,0,1.97,5.58,7.55
110010095031,District of Columbia,001,009503,1,0.258,1555,12,0,0,0,0,0,2.8,1.31,0,0,0,0,0
110010095032,District of Columbia,001,009503,2,0.203,797,20,0,0,0,0,0,5.96,2.09,0,0,0,0,0
110010095033,District of Columbia,001,009503,3,0.088,658,50,0,0,0,0,0,4.08,2.64,0,0,0,0,0
110010095041,District of Columbia,001,009504,1,0.182,1429,319,0,11,0,0,11,5.17,22.06,0,1.37,0,0,1.37
110010095042,District of Columbia,001,009504,2,0.214,1644,180,0,0,0,0,0,2.8,5.57,0,0,0,0,0
110010095051,District of Columbia,001,009505,1,0.067,737,34,0,0,0,0,0,6.19,19.77,0,0,0,0,0
110010095052,District of Columbia,001,009505,2,0.187,602,14,0,0,0,0,0,6.5,0.16,0,0,0,0,0
110010095053,District of Columbia,001,009505,3,0.148,1464,298,0,0,0,10,10,9.38,10.99,0,0,0,1.56,1.56
110010095071,District of Columbia,001,009507,1,0.114,1756,360,30,0,0,0,30,10.48,15.18,5.15,0,0,0,5.15
110010095081,District of Columbia,001,009508,1,0.18,865,166,60,0,7,0,67,10.37,8.7,12.12,0,1.41,0,13.54
110010095082,District of Columbia,001,009508,2,0.096,1232,178,0,10,0,0,10,4.74,2.3,0,1.77,0,0,1.77
110010095083,District of Columbia,001,009508,3,0.089,1444,577,53,0,0,0,53,7,30.98,9.87,0,0,0,9.87
110010095091,District of Columbia,001,009509,1,0.069,1152,194,0,0,0,0,0,7.31,18.62,0,0,0,0,0
110010095092,District of Columbia,001,009509,2,0.082,811,0,0,0,0,0,0,3.6,0,0,0,0,0,0
110010095093,District of Columbia,001,009509,3,0.096,1015,140,0,0,0,0,0,6.34,3.9,0,0,0,0,0
110010096011,District of Columbia,001,009601,1,0.728,2394,49,0,0,0,16,16,1.47,0.82,0,0,0,1.77,1.77
110010096021,District of Columbia,001,009602,1,0.182,1364,118,38,0,0,0,38,1.31,8.96,4.9,0,0,0,4.9
110010096022,District of Columbia,001,009602,2,0.227,1845,23,0,23,0,0,23,1.12,0,0,2.47,0,0,2.47
110010096031,District of Columbia,001,009603,1,0.101,1669,0,0,0,0,0,0,1.77,0.48,0,0,0,0,0
110010096032,District of Columbia,001,009603,2,0.076,672,23,0,0,0,0,0,1.94,0,0,0,0,0,0
110010096033,District of Columbia,001,009603,3,0.07,962,125,37,0,0,0,37,1.87,10.06,6.55,0,0,0,6.55
110010096041,District of Columbia,001,009604,1,0.107,1241,69,0,0,0,0,0,2.04,4.34,0,0,0,0,0
110010096042,District of Columbia,001,009604,2,0.079,876,0,0,0,0,0,0,3.96,0,0,0,0,0,0
110010097001,District of Columbia,001,009700,1,0.121,2150,22,0,0,0,0,0,1.2,0.5,0,0,0,0,0
110010097002,District of Columbia,001,009700,2,0.035,769,76,0,0,0,0,0,0.39,0.59,0,0,0,0,0
110010098011,District of Columbia,001,009801,1,0.167,2068,120,13,0,5,10,28,1.65,2.16,1.5,0,0.58,1.16,3.24
110010098021,District of Columbia,001,009802,1,0.033,681,7,0,0,0,0,0,0.85,0,0,0,0,0,0
110010098022,District of Columbia,001,009802,2,0.044,1124,50,12,0,0,0,12,2.29,5.53,2.54,0,0,0,2.54
110010098031,District of Columbia,001,009803,1,0.082,983,51,0,0,0,0,0,0.7,0,0,0,0,0,0
110010098032,District of Columbia,001,009803,2,0.054,890,10,0,0,0,0,0,1.86,0,0,0,0,0,0
110010098033,District of Columbia,001,009803,3,0.069,857,17,0,0,0,0,0,0.95,0,0,0,0,0,0
110010098041,District of Columbia,001,009804,1,0.136,1673,154,30,0,9,0,39,2.32,8.87,4.27,0,1.28,0,5.55
110010098042,District of Columbia,001,009804,2,0.064,978,93,0,0,0,0,0,2.14,5.51,0,0,0,0,0
110010098071,District of Columbia,001,009807,1,0.205,941,67,0,0,0,0,0,1.44,0.31,0,0,0,0,0
110010098072,District of Columbia,001,009807,2,0.196,2233,6,0,0,0,0,0,2.02,0,0,0,0,0,0
110010098101,District of Columbia,001,009810,1,0.11,1427,0,0,0,0,0,0,0.66,0,0,0,0,0,0
110010098102,District of Columbia,001,009810,2,0.044,1064,0,0,0,0,0,0,1.2,0,0,0,0,0,0
110010098111,District of Columbia,001,009811,1,0.091,1873,26,0,0,0,0,0,1.13,0.65,0,0,0,0,0
110010098112,District of Columbia,001,009811,2,0.089,2944,116,0,0,0,0,0,0.58,0,0,0,0,0,0
110010099011,District of Columbia,001,009901,1,0.1,1024,70,0,0,0,0,0,1.26,4.05,0,0,0,0,0
110010099012,District of Columbia,001,009901,2,0.711,1744,36,0,7,0,0,7,1.96,0.71,0,1.12,0,0,1.12
110010099021,District of Columbia,001,009902,1,0.391,803,0,0,0,0,0,0,1.96,0.25,0,0,0,0,0
110010099022,District of Columbia,001,009902,2,0.109,2215,111,15,0,0,0,15,1.23,0,2,0,0,0,2
110010099031,District of Columbia,001,009903,1,0.063,1070,90,0,0,0,0,0,2.56,0.71,0,0,0,0,0
110010099032,District of Columbia,001,009903,2,0.082,805,51,0,0,0,0,0,0.57,0,0,0,0,0,0
110010099041,District of Columbia,001,009904,1,0.082,916,303,10,0,0,8,18,15.09,37.63,2.99,0,0,2.39,5.37
110010099042,District of Columbia,001,009904,2,0.082,1511,17,0,0,0,0,0,3.17,0.88,0,0,0,0,0
110010099051,District of Columbia,001,009905,1,0.072,928,95,0,0,0,0,0,1.9,12.33,0,0,0,0,0
110010099052,District of Columbia,001,009905,2,0.055,845,0,0,0,0,0,0,1.56,0,0,0,0,0,0
110010099053,District of Columbia,001,009905,3,0.04,822,68,22,0,0,0,22,2.05,0,6.49,0,0,0,6.49
110010099061,District of Columbia,001,009906,1,0.096,1551,105,7,0,0,0,7,2.39,1.97,0.96,0,0,0,0.96
110010099071,District of Columbia,001,009907,1,0.054,522,0,0,0,0,0,0,1.07,0,0,0,0,0,0
110010099072,District of Columbia,001,009907,2,0.126,2134,0,0,0,0,0,0,1.05,0,0,0,0,0,0
110010101001,District of Columbia,001,010100,1,0.152,1955,525,0,35,0,0,35,9.83,8.02,0,2.72,0,0,2.72
110010101002,District of Columbia,001,010100,2,0.072,803,304,6,0,0,0,6,15.81,14.07,1.07,0,0,0,1.07
110010102001,District of Columbia,001,010200,1,0.134,1157,170,0,0,0,0,0,5.07,8,0,0,0,0,0
110010102002,District of Columbia,001,010200,2,0.345,1448,278,15,0,8,0,23,6.54,5.87,1.76,0,0.94,0,2.69
110010103001,District of Columbia,001,010300,1,0.226,865,273,31,0,0,0,31,10.5,21.19,10.26,0,0,0,10.26
110010103002,District of Columbia,001,010300,2,0.092,1137,437,16,0,0,0,16,16.53,29.83,3.29,0,0,0,3.29
110010103003,District of Columbia,001,010300,3,0.099,1359,598,19,0,0,32,51,21.68,32.97,4.11,0,0,6.93,11.04
110010104001,District of Columbia,001,010400,1,0.223,1386,21,0,0,0,0,0,1.81,7.91,0,0,0,0,0
110010104002,District of Columbia,001,010400,2,0.833,3061,137,0,0,0,0,0,2.01,1.49,0,0,0,0,0
110010105001,District of Columbia,001,010500,1,0.128,1568,297,0,0,0,17,17,4.98,3.52,0,0,0,1.91,1.91
110010105002,District of Columbia,001,010500,2,0.162,1904,580,16,0,0,0,16,7.9,10.68,1.17,0,0,0,1.17
110010106001,District of Columbia,001,010600,1,0.03,902,68,0,0,0,0,0,2.74,1.99,0,0,0,0,0
110010106002,District of Columbia,001,010600,2,0.402,5283,506,0,11,9,0,20,5.45,4.46,0,0.41,0.34,0,0.75
110010106003,District of Columbia,001,010600,3,0.046,722,49,0,0,0,0,0,3.54,7.59,0,0,0,0,0
110010107001,District of Columbia,001,010700,1,0.246,845,213,0,0,0,0,0,7.42,15.03,0,0,0,0,0
110010107002,District of Columbia,001,010700,2,0.098,857,284,0,38,0,7,45,7.48,13.39,0,5.65,0,1.04,6.69
110010108001,District of Columbia,001,010800,1,0.044,1821,405,0,0,0,0,0,0.43,8.51,0,0,0,0,0
110010108002,District of Columbia,001,010800,2,0.164,2220,589,30,0,0,0,30,7.66,10.36,7.09,0,0,0,7.09
110010108003,District of Columbia,001,010800,3,0.048,2410,528,0,0,0,0,0,2.51,6.06,0,0,0,0,0
110010109001,District of Columbia,001,010900,1,0.045,1821,28,0,28,0,0,28,1.15,1.82,0,3.44,0,0,3.44
110010109002,District of Columbia,001,010900,2,0.873,1739,166,0,0,0,0,0,1.68,1.67,0,0,0,0,0
110010110001,District of Columbia,001,011000,1,0.014,476,59,0,0,0,0,0,7.57,0,0,0,0,0,0
110010110002,District of Columbia,001,011000,2,0.164,827,32,0,0,0,0,0,3.49,10.08,0,0,0,0,0
110010110003,District of Columbia,001,011000,3,0.027,770,168,0,0,0,0,0,4.76,4.68,0,0,0,0,0
110010110004,District of Columbia,001,011000,4,0.045,1549,129,0,0,0,0,0,4.8,1.8,0,0,0,0,0
110010111001,District of Columbia,001,011100,1,0.564,1561,124,0,0,0,0,0,7.91,14.8,0,0,0,0,0
110010111002,District of Columbia,001,011100,2,0.269,1988,319,0,0,2,0,2,7.95,7.2,0,0,0.3,0,0.3
110010111003,District of Columbia,001,011100,3,1.372,1621,42,0,8,0,0,8,5.14,3.44,0,1.66,0,0,1.66
